datetime,temperature_2m,dewpoint_2m,apparent_temperature,wind_speed_10m,cloud_cover_avg,surface_pressure,sealevel_pressure,rainfall,snowfall,relative_humidity_2m,visibility,uv_index,chance_of_rain,vapour_pressure_deficit,temperature_2m_1h,relative_humidity_2m_1h,chance_of_rain_1h,temperature_2m_2h,relative_humidity_2m_2h,chance_of_rain_2h,temperature_2m_3h,relative_humidity_2m_3h,chance_of_rain_3h,temperature_2m_4h,relative_humidity_2m_4h,chance_of_rain_4h,temperature_2m_5h,relative_humidity_2m_5h,chance_of_rain_5h,wind_degrees,wind_x,wind_y,hour_sin,hour_cos,weather_condition_Light drizzle,weather_condition_Light rain,weather_condition_Light rain shower,weather_condition_Moderate or heavy rain shower,weather_condition_Moderate rain,weather_condition_Overcast,weather_condition_Patchy light drizzle,weather_condition_Patchy light rain with thunder,weather_condition_Patchy rain possible,weather_condition_Thundery outbreaks possible,weather_condition_Torrential rain shower
2025-06-13 00:00:00,29.1,25.6,35.2,23.4,73,1004.0,1004.0,1.57,0,82,10.0,0.0,100,0.725,29.0,81.0,100.0,29.0,80.0,100.0,28.9,80.0,100.0,29.0,80.0,100.0,29.0,79.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-06-13 01:00:00,29.0,25.4,34.9,26.3,89,1003.0,1003.0,0.71,0,81,10.0,0.0,100,0.761,29.0,80.0,100.0,28.9,80.0,100.0,29.0,80.0,100.0,29.0,79.0,100.0,29.1,79.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,0.25881904510252074,0.9659258262890683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-06-13 02:00:00,29.0,25.2,34.6,23.0,74,1003.0,1003.0,0.44,0,80,10.0,0.0,100,0.801,28.9,80.0,100.0,29.0,80.0,100.0,29.0,79.0,100.0,29.1,79.0,100.0,29.3,78.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-06-13 03:00:00,28.9,25.1,34.4,23.4,71,1003.0,1003.0,0.11,0,80,10.0,0.0,100,0.797,29.0,80.0,100.0,29.0,79.0,100.0,29.1,79.0,100.0,29.3,78.0,100.0,29.3,79.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-13 04:00:00,29.0,25.1,34.5,20.2,73,1003.0,1003.0,0.16,0,80,9.0,0.0,100,0.801,29.0,79.0,100.0,29.1,79.0,100.0,29.3,78.0,100.0,29.3,79.0,100.0,29.5,78.0,100.0,270.0,-1.8369701987210297e-16,-1.0,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-13 05:00:00,29.0,25.1,34.5,19.1,79,1003.0,1003.0,0.12,0,79,10.0,0.0,100,0.841,29.1,79.0,100.0,29.3,78.0,100.0,29.3,79.0,100.0,29.5,78.0,100.0,29.7,76.0,45.0,270.0,-1.8369701987210297e-16,-1.0,0.9659258262890683,0.25881904510252074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-13 06:00:00,29.1,25.1,34.7,18.4,72,1004.0,1004.0,0.1,0,79,10.0,0.0,100,0.846,29.3,78.0,100.0,29.3,79.0,100.0,29.5,78.0,100.0,29.7,76.0,45.0,30.4,73.0,45.0,270.0,-1.8369701987210297e-16,-1.0,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-13 07:00:00,29.3,25.2,35.1,19.8,100,1004.0,1004.0,0.16,0,78,10.0,6.0,100,0.897,29.3,79.0,100.0,29.5,78.0,100.0,29.7,76.0,45.0,30.4,73.0,45.0,30.2,74.0,45.0,270.0,-1.8369701987210297e-16,-1.0,0.9659258262890683,-0.25881904510252063,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-13 08:00:00,29.3,25.2,35.1,21.2,80,1005.0,1005.0,0.19,0,79,9.0,6.0,100,0.856,29.5,78.0,100.0,29.7,76.0,45.0,30.4,73.0,45.0,30.2,74.0,45.0,30.0,75.0,0.0,270.0,-1.8369701987210297e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-13 09:00:00,29.5,25.1,35.3,20.2,82,1005.0,1005.0,0.11,0,78,10.0,6.0,100,0.907,29.7,76.0,45.0,30.4,73.0,45.0,30.2,74.0,45.0,30.0,75.0,0.0,30.0,75.0,45.0,292.5,0.38268343236509,-0.9238795325112866,0.7071067811865476,-0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-13 10:00:00,29.7,25.1,35.6,20.5,87,1005.0,1005.0,0.04,0,76,10.0,6.0,45,1.001,30.4,73.0,45.0,30.2,74.0,45.0,30.0,75.0,0.0,30.0,75.0,45.0,30.1,74.0,45.0,292.5,0.38268343236509,-0.9238795325112866,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-13 11:00:00,30.4,25.0,36.7,20.9,83,1005.0,1005.0,0.04,0,73,10.0,7.0,45,1.172,30.2,74.0,45.0,30.0,75.0,0.0,30.0,75.0,45.0,30.1,74.0,45.0,30.4,74.0,45.0,292.5,0.38268343236509,-0.9238795325112866,0.258819045102521,-0.9659258262890682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-13 12:00:00,30.2,25.0,36.3,18.7,100,1004.0,1004.0,0.01,0,74,10.0,7.0,45,1.116,30.0,75.0,0.0,30.0,75.0,45.0,30.1,74.0,45.0,30.4,74.0,45.0,30.3,74.0,45.0,292.5,0.38268343236509,-0.9238795325112866,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-13 13:00:00,30.0,25.0,35.9,19.1,95,1003.0,1003.0,0.0,0,75,10.0,6.0,0,1.061,30.0,75.0,45.0,30.1,74.0,45.0,30.4,74.0,45.0,30.3,74.0,45.0,30.1,76.0,45.0,292.5,0.38268343236509,-0.9238795325112866,-0.2588190451025208,-0.9659258262890683,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-06-13 14:00:00,30.0,25.1,36.0,21.6,59,1002.0,1002.0,0.01,0,75,10.0,6.0,45,1.061,30.1,74.0,45.0,30.4,74.0,45.0,30.3,74.0,45.0,30.1,76.0,45.0,29.8,77.0,45.0,292.5,0.38268343236509,-0.9238795325112866,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-13 15:00:00,30.1,25.0,36.2,19.4,82,1002.0,1002.0,0.02,0,74,10.0,7.0,45,1.11,30.4,74.0,45.0,30.3,74.0,45.0,30.1,76.0,45.0,29.8,77.0,45.0,29.7,77.0,45.0,292.5,0.38268343236509,-0.9238795325112866,-0.7071067811865471,-0.7071067811865479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-13 16:00:00,30.4,25.1,36.7,20.5,80,1002.0,1002.0,0.04,0,74,10.0,7.0,45,1.129,30.3,74.0,45.0,30.1,76.0,45.0,29.8,77.0,45.0,29.7,77.0,45.0,29.7,77.0,45.0,292.5,0.38268343236509,-0.9238795325112866,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-13 17:00:00,30.3,25.2,36.6,22.0,70,1002.0,1002.0,0.02,0,74,10.0,7.0,45,1.122,30.1,76.0,45.0,29.8,77.0,45.0,29.7,77.0,45.0,29.7,77.0,45.0,29.6,77.0,45.0,292.5,0.38268343236509,-0.9238795325112866,-0.9659258262890683,-0.25881904510252063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-13 18:00:00,30.1,25.3,36.4,20.5,71,1002.0,1002.0,0.02,0,76,10.0,7.0,45,1.024,29.8,77.0,45.0,29.7,77.0,45.0,29.7,77.0,45.0,29.6,77.0,45.0,29.5,78.0,45.0,292.5,0.38268343236509,-0.9238795325112866,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-13 19:00:00,29.8,25.3,36.0,18.4,73,1002.0,1002.0,0.01,0,77,10.0,6.0,45,0.965,29.7,77.0,45.0,29.7,77.0,45.0,29.6,77.0,45.0,29.5,78.0,45.0,29.2,78.0,45.0,270.0,-1.8369701987210297e-16,-1.0,-0.9659258262890684,0.2588190451025203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-13 20:00:00,29.7,25.3,35.8,19.1,75,1003.0,1003.0,0.02,0,77,10.0,0.0,45,0.959,29.7,77.0,45.0,29.6,77.0,45.0,29.5,78.0,45.0,29.2,78.0,45.0,29.1,78.0,45.0,270.0,-1.8369701987210297e-16,-1.0,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-13 21:00:00,29.7,25.2,35.7,13.7,79,1004.0,1004.0,0.05,0,77,10.0,0.0,45,0.959,29.6,77.0,45.0,29.5,78.0,45.0,29.2,78.0,45.0,29.1,78.0,45.0,29.1,78.0,45.0,270.0,-1.8369701987210297e-16,-1.0,-0.7071067811865477,0.7071067811865474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-13 22:00:00,29.6,25.2,35.6,16.6,71,1005.0,1005.0,0.06,0,77,10.0,0.0,45,0.954,29.5,78.0,45.0,29.2,78.0,45.0,29.1,78.0,45.0,29.1,78.0,45.0,29.1,79.0,45.0,270.0,-1.8369701987210297e-16,-1.0,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-13 23:00:00,29.5,25.2,35.4,15.8,84,1004.0,1004.0,0.07,0,78,10.0,0.0,45,0.907,29.2,78.0,45.0,29.1,78.0,45.0,29.1,78.0,45.0,29.1,79.0,45.0,29.0,79.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,-0.25881904510252157,0.9659258262890681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-14 00:00:00,29.2,24.9,34.6,10.4,54,1003.0,1003.0,0.04,0,78,10.0,0.0,45,0.891,29.1,78.0,45.0,29.1,78.0,45.0,29.1,79.0,45.0,29.0,79.0,100.0,29.1,78.0,100.0,292.5,0.38268343236509,-0.9238795325112866,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-14 01:00:00,29.1,25.0,34.6,13.3,81,1002.0,1002.0,0.05,0,78,10.0,0.0,45,0.886,29.1,78.0,45.0,29.1,79.0,45.0,29.0,79.0,100.0,29.1,78.0,100.0,29.1,78.0,45.0,270.0,-1.8369701987210297e-16,-1.0,0.25881904510252074,0.9659258262890683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-14 02:00:00,29.1,24.9,34.5,13.0,68,1002.0,1002.0,0.03,0,78,10.0,0.0,45,0.886,29.1,79.0,45.0,29.0,79.0,100.0,29.1,78.0,100.0,29.1,78.0,45.0,29.1,78.0,100.0,292.5,0.38268343236509,-0.9238795325112866,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-14 03:00:00,29.1,25.1,34.7,13.3,72,1001.0,1001.0,0.05,0,79,10.0,0.0,45,0.846,29.0,79.0,100.0,29.1,78.0,100.0,29.1,78.0,45.0,29.1,78.0,100.0,29.4,77.0,100.0,270.0,-1.8369701987210297e-16,-1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-14 04:00:00,29.0,25.0,34.5,13.0,58,1002.0,1002.0,0.24,0,79,10.0,0.0,100,0.841,29.1,78.0,100.0,29.1,78.0,45.0,29.1,78.0,100.0,29.4,77.0,100.0,29.7,75.0,100.0,292.5,0.38268343236509,-0.9238795325112866,0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-14 05:00:00,29.1,24.8,34.4,15.5,73,1002.0,1002.0,0.1,0,78,10.0,0.0,100,0.886,29.1,78.0,45.0,29.1,78.0,100.0,29.4,77.0,100.0,29.7,75.0,100.0,29.8,73.0,100.0,315.0,0.7071067811865474,-0.7071067811865477,0.9659258262890683,0.25881904510252074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-14 06:00:00,29.1,24.9,34.5,15.5,80,1002.0,1002.0,0.09,0,78,9.0,0.0,45,0.886,29.1,78.0,100.0,29.4,77.0,100.0,29.7,75.0,100.0,29.8,73.0,100.0,29.6,74.0,100.0,315.0,0.7071067811865474,-0.7071067811865477,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-06-14 07:00:00,29.1,24.9,34.5,13.0,70,1003.0,1003.0,0.37,0,78,10.0,6.0,100,0.886,29.4,77.0,100.0,29.7,75.0,100.0,29.8,73.0,100.0,29.6,74.0,100.0,29.4,75.0,100.0,315.0,0.7071067811865474,-0.7071067811865477,0.9659258262890683,-0.25881904510252063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-06-14 08:00:00,29.4,24.9,34.9,13.3,87,1004.0,1004.0,0.7,0,77,9.0,6.0,100,0.943,29.7,75.0,100.0,29.8,73.0,100.0,29.6,74.0,100.0,29.4,75.0,100.0,29.3,75.0,100.0,315.0,0.7071067811865474,-0.7071067811865477,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-14 09:00:00,29.7,24.7,35.2,13.3,60,1004.0,1004.0,0.56,0,75,10.0,6.0,100,1.043,29.8,73.0,100.0,29.6,74.0,100.0,29.4,75.0,100.0,29.3,75.0,100.0,29.2,76.0,100.0,315.0,0.7071067811865474,-0.7071067811865477,0.7071067811865476,-0.7071067811865475,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-14 10:00:00,29.8,24.5,35.2,13.7,62,1004.0,1004.0,1.41,0,73,10.0,6.0,100,1.133,29.6,74.0,100.0,29.4,75.0,100.0,29.3,75.0,100.0,29.2,76.0,100.0,29.1,77.0,100.0,292.5,0.38268343236509,-0.9238795325112866,0.49999999999999994,-0.8660254037844387,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-14 11:00:00,29.6,24.4,34.8,16.2,71,1004.0,1004.0,0.79,0,74,10.0,6.0,100,1.078,29.4,75.0,100.0,29.3,75.0,100.0,29.2,76.0,100.0,29.1,77.0,100.0,29.0,78.0,100.0,270.0,-1.8369701987210297e-16,-1.0,0.258819045102521,-0.9659258262890682,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-14 12:00:00,29.4,24.4,34.4,20.5,74,1003.0,1003.0,0.49,0,75,10.0,6.0,100,1.025,29.3,75.0,100.0,29.2,76.0,100.0,29.1,77.0,100.0,29.0,78.0,100.0,28.8,79.0,100.0,270.0,-1.8369701987210297e-16,-1.0,1.2246467991473532e-16,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-14 13:00:00,29.3,24.4,34.4,24.5,61,1002.0,1002.0,0.13,0,75,10.0,6.0,100,1.019,29.2,76.0,100.0,29.1,77.0,100.0,29.0,78.0,100.0,28.8,79.0,100.0,28.4,81.0,100.0,270.0,-1.8369701987210297e-16,-1.0,-0.2588190451025208,-0.9659258262890683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-14 14:00:00,29.2,24.6,34.4,25.9,76,1002.0,1002.0,0.64,0,76,9.0,6.0,100,0.973,29.1,77.0,100.0,29.0,78.0,100.0,28.8,79.0,100.0,28.4,81.0,100.0,28.1,82.0,100.0,270.0,-1.8369701987210297e-16,-1.0,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-14 15:00:00,29.1,24.6,34.3,27.7,81,1002.0,1002.0,0.91,0,77,10.0,6.0,100,0.927,29.0,78.0,100.0,28.8,79.0,100.0,28.4,81.0,100.0,28.1,82.0,100.0,28.3,80.0,100.0,270.0,-1.8369701987210297e-16,-1.0,-0.7071067811865471,-0.7071067811865479,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-14 16:00:00,29.0,24.7,34.2,28.1,72,1002.0,1002.0,0.92,0,78,10.0,6.0,100,0.881,28.8,79.0,100.0,28.4,81.0,100.0,28.1,82.0,100.0,28.3,80.0,100.0,28.4,80.0,100.0,270.0,-1.8369701987210297e-16,-1.0,-0.8660254037844385,-0.5000000000000004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-14 17:00:00,28.8,24.8,34.0,27.4,87,1001.0,1001.0,0.88,0,79,10.0,6.0,100,0.832,28.4,81.0,100.0,28.1,82.0,100.0,28.3,80.0,100.0,28.4,80.0,100.0,28.3,81.0,100.0,270.0,-1.8369701987210297e-16,-1.0,-0.9659258262890683,-0.25881904510252063,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-14 18:00:00,28.4,24.8,33.5,26.3,64,1002.0,1002.0,1.39,0,81,10.0,6.0,100,0.735,28.1,82.0,100.0,28.3,80.0,100.0,28.4,80.0,100.0,28.3,81.0,100.0,28.3,81.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,-1.0,-1.8369701987210297e-16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-14 19:00:00,28.1,24.9,33.0,27.7,68,1002.0,1002.0,1.54,0,82,10.0,6.0,100,0.684,28.3,80.0,100.0,28.4,80.0,100.0,28.3,81.0,100.0,28.3,81.0,100.0,28.1,82.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,-0.9659258262890684,0.2588190451025203,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-14 20:00:00,28.3,24.5,33.0,23.0,66,1003.0,1003.0,1.52,0,80,10.0,0.0,100,0.769,28.4,80.0,100.0,28.3,81.0,100.0,28.3,81.0,100.0,28.1,82.0,100.0,28.0,82.0,100.0,270.0,-1.8369701987210297e-16,-1.0,-0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-14 21:00:00,28.4,24.5,33.2,21.6,84,1003.0,1003.0,1.61,0,80,10.0,0.0,100,0.774,28.3,81.0,100.0,28.3,81.0,100.0,28.1,82.0,100.0,28.0,82.0,100.0,27.8,83.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,-0.7071067811865477,0.7071067811865474,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-14 22:00:00,28.3,24.8,33.2,18.7,79,1004.0,1004.0,2.6,0,81,7.0,0.0,100,0.731,28.3,81.0,100.0,28.1,82.0,100.0,28.0,82.0,100.0,27.8,83.0,100.0,27.1,87.0,100.0,270.0,-1.8369701987210297e-16,-1.0,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-14 23:00:00,28.3,24.8,33.2,16.6,77,1004.0,1004.0,1.36,0,81,9.0,0.0,100,0.731,28.1,82.0,100.0,28.0,82.0,100.0,27.8,83.0,100.0,27.1,87.0,100.0,27.1,86.0,100.0,270.0,-1.8369701987210297e-16,-1.0,-0.25881904510252157,0.9659258262890681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-15 00:00:00,28.1,24.7,32.9,21.2,72,1002.0,1002.0,2.18,0,82,10.0,0.0,100,0.684,28.0,82.0,100.0,27.8,83.0,100.0,27.1,87.0,100.0,27.1,86.0,100.0,27.0,87.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15 01:00:00,28.0,24.7,32.8,19.8,100,1002.0,1002.0,3.54,0,82,7.0,0.0,100,0.68,27.8,83.0,100.0,27.1,87.0,100.0,27.1,86.0,100.0,27.0,87.0,100.0,27.0,87.0,100.0,270.0,-1.8369701987210297e-16,-1.0,0.25881904510252074,0.9659258262890683,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15 02:00:00,27.8,24.7,32.4,19.1,100,1001.0,1001.0,5.12,0,83,7.0,0.0,100,0.635,27.1,87.0,100.0,27.1,86.0,100.0,27.0,87.0,100.0,27.0,87.0,100.0,27.0,86.0,100.0,270.0,-1.8369701987210297e-16,-1.0,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15 03:00:00,27.1,24.7,31.4,17.3,100,1001.0,1001.0,6.22,0,87,7.0,0.0,100,0.466,27.1,86.0,100.0,27.0,87.0,100.0,27.0,87.0,100.0,27.0,86.0,100.0,26.8,86.0,100.0,270.0,-1.8369701987210297e-16,-1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15 04:00:00,27.1,24.6,31.3,15.8,100,1001.0,1001.0,7.74,0,86,3.0,0.0,100,0.502,27.0,87.0,100.0,27.0,87.0,100.0,27.0,86.0,100.0,26.8,86.0,100.0,26.9,85.0,100.0,270.0,-1.8369701987210297e-16,-1.0,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-06-15 05:00:00,27.0,24.7,31.2,17.3,100,1001.0,1001.0,9.4,0,87,3.0,0.0,100,0.463,27.0,87.0,100.0,27.0,86.0,100.0,26.8,86.0,100.0,26.9,85.0,100.0,27.0,84.0,100.0,270.0,-1.8369701987210297e-16,-1.0,0.9659258262890683,0.25881904510252074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-06-15 06:00:00,27.0,24.7,31.2,18.0,92,1001.0,1001.0,7.88,0,87,5.0,0.0,100,0.463,27.0,86.0,100.0,26.8,86.0,100.0,26.9,85.0,100.0,27.0,84.0,100.0,27.4,82.0,100.0,292.5,0.38268343236509,-0.9238795325112866,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15 07:00:00,27.0,24.5,31.0,13.7,75,1002.0,1002.0,3.47,0,86,7.0,6.0,100,0.499,26.8,86.0,100.0,26.9,85.0,100.0,27.0,84.0,100.0,27.4,82.0,100.0,27.7,81.0,100.0,292.5,0.38268343236509,-0.9238795325112866,0.9659258262890683,-0.25881904510252063,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15 08:00:00,26.8,24.3,30.7,8.6,99,1003.0,1003.0,1.5,0,86,10.0,6.0,100,0.493,26.9,85.0,100.0,27.0,84.0,100.0,27.4,82.0,100.0,27.7,81.0,100.0,27.8,81.0,100.0,292.5,0.38268343236509,-0.9238795325112866,0.8660254037844387,-0.4999999999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15 09:00:00,26.9,24.2,30.8,6.1,100,1003.0,1003.0,1.05,0,85,10.0,6.0,100,0.532,27.0,84.0,100.0,27.4,82.0,100.0,27.7,81.0,100.0,27.8,81.0,100.0,27.7,82.0,100.0,292.5,0.38268343236509,-0.9238795325112866,0.7071067811865476,-0.7071067811865475,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15 10:00:00,27.0,24.2,30.9,4.0,100,1003.0,1003.0,0.83,0,84,10.0,6.0,100,0.57,27.4,82.0,100.0,27.7,81.0,100.0,27.8,81.0,100.0,27.7,82.0,100.0,27.6,83.0,100.0,270.0,-1.8369701987210297e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15 11:00:00,27.4,24.1,31.3,6.8,100,1002.0,1002.0,0.25,0,82,10.0,6.0,100,0.657,27.7,81.0,100.0,27.8,81.0,100.0,27.7,82.0,100.0,27.6,83.0,100.0,27.6,84.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,0.258819045102521,-0.9659258262890682,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15 12:00:00,27.7,24.2,31.9,9.7,100,1001.0,1001.0,0.55,0,81,10.0,6.0,100,0.706,27.8,81.0,100.0,27.7,82.0,100.0,27.6,83.0,100.0,27.6,84.0,100.0,27.5,84.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,1.2246467991473532e-16,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15 13:00:00,27.8,24.3,32.0,11.2,100,1001.0,1001.0,1.77,0,81,10.0,6.0,100,0.71,27.7,82.0,100.0,27.6,83.0,100.0,27.6,84.0,100.0,27.5,84.0,100.0,27.4,84.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,-0.2588190451025208,-0.9659258262890683,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15 14:00:00,27.7,24.4,32.0,14.8,100,1001.0,1001.0,2.11,0,82,10.0,6.0,100,0.669,27.6,83.0,100.0,27.6,84.0,100.0,27.5,84.0,100.0,27.4,84.0,100.0,27.4,84.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,-0.4999999999999997,-0.8660254037844388,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15 15:00:00,27.6,24.5,32.0,18.0,100,1000.0,1000.0,2.07,0,83,10.0,6.0,100,0.628,27.6,84.0,100.0,27.5,84.0,100.0,27.4,84.0,100.0,27.4,84.0,100.0,27.6,82.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,-0.7071067811865471,-0.7071067811865479,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15 16:00:00,27.6,24.7,32.0,20.9,96,1000.0,1000.0,2.08,0,84,10.0,6.0,100,0.591,27.5,84.0,100.0,27.4,84.0,100.0,27.4,84.0,100.0,27.6,82.0,100.0,27.6,81.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,-0.8660254037844385,-0.5000000000000004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
